experiment,panel,model,interface,condition,prompt_class,arm,n,correct,accuracy,valid_finals,parser_rejections,action_rejections,tool_calls
file_format_boundary,,InternLM2.5,PARALLEL,CLEAN,LOCKFILE,PLACEBO,4,4,1.0,4,0,0,13
file_format_boundary,,InternLM2.5,PARALLEL,CLEAN,PRECOMMIT_YAML,BASE,4,4,1.0,4,0,0,12
file_format_boundary,,InternLM2.5,PARALLEL,CLEAN,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,12
file_format_boundary,,InternLM2.5,PARALLEL,CLEAN,TOX_INI,BASE,4,4,1.0,4,0,0,11
file_format_boundary,,InternLM2.5,PARALLEL,CLEAN,TOX_INI,PLACEBO,4,4,1.0,4,0,0,14
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,DEPLOYMENT_YAML,BASE,4,3,0.75,4,0,0,19
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,DEPLOYMENT_YAML,PLACEBO,4,2,0.5,4,0,0,20
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,DOCKERFILE,BASE,4,3,0.75,4,0,0,11
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,DOCKERFILE,PLACEBO,4,3,0.75,4,0,0,14
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,GITHUB_ACTIONS,BASE,4,2,0.5,4,0,0,17
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,GITHUB_ACTIONS,PLACEBO,4,3,0.75,4,0,0,14
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,LOCKFILE,BASE,4,4,1.0,4,0,0,19
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,LOCKFILE,PLACEBO,4,4,1.0,4,0,0,19
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,PRECOMMIT_YAML,BASE,4,3,0.75,4,0,0,12
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,PRECOMMIT_YAML,PLACEBO,4,3,0.75,4,0,0,12
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,TOX_INI,BASE,4,4,1.0,4,0,0,11
file_format_boundary,,InternLM2.5,PARALLEL,DISRUPT,TOX_INI,PLACEBO,4,4,1.0,4,0,0,14
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,DEPLOYMENT_YAML,BASE,4,4,1.0,4,0,0,16
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,DEPLOYMENT_YAML,PLACEBO,4,4,1.0,4,0,0,12
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,DOCKERFILE,BASE,4,4,1.0,4,0,0,9
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,DOCKERFILE,PLACEBO,4,4,1.0,4,0,0,11
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,GITHUB_ACTIONS,BASE,4,4,1.0,4,0,0,17
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,GITHUB_ACTIONS,PLACEBO,4,4,1.0,4,0,0,17
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,LOCKFILE,BASE,4,4,1.0,4,0,0,14
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,LOCKFILE,PLACEBO,4,4,1.0,4,0,0,14
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,PRECOMMIT_YAML,BASE,4,4,1.0,4,0,0,13
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,12
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,TOX_INI,BASE,4,4,1.0,4,0,0,12
file_format_boundary,,InternLM2.5,SERIAL,CLEAN,TOX_INI,PLACEBO,4,4,1.0,4,0,0,10
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,DEPLOYMENT_YAML,BASE,4,4,1.0,4,0,0,16
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,DEPLOYMENT_YAML,PLACEBO,4,4,1.0,4,0,0,13
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,DOCKERFILE,BASE,4,3,0.75,4,0,0,11
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,DOCKERFILE,PLACEBO,4,3,0.75,4,0,0,11
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,GITHUB_ACTIONS,BASE,4,2,0.5,4,0,0,17
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,GITHUB_ACTIONS,PLACEBO,4,2,0.5,4,0,0,17
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,LOCKFILE,BASE,4,4,1.0,4,0,0,18
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,LOCKFILE,PLACEBO,4,4,1.0,4,0,0,18
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,PRECOMMIT_YAML,BASE,4,3,0.75,4,0,0,14
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,13
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,TOX_INI,BASE,4,4,1.0,4,0,0,12
file_format_boundary,,InternLM2.5,SERIAL,DISRUPT,TOX_INI,PLACEBO,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,PARALLEL,CLEAN,DEPLOYMENT_YAML,BASE,4,4,1.0,4,0,0,7
file_format_boundary,,Qwen3,PARALLEL,CLEAN,DEPLOYMENT_YAML,PLACEBO,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,DOCKERFILE,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,DOCKERFILE,PLACEBO,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,GITHUB_ACTIONS,BASE,4,3,0.75,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,GITHUB_ACTIONS,PLACEBO,4,2,0.5,4,0,0,12
file_format_boundary,,Qwen3,PARALLEL,CLEAN,LOCKFILE,BASE,4,3,0.75,4,0,0,7
file_format_boundary,,Qwen3,PARALLEL,CLEAN,LOCKFILE,PLACEBO,4,3,0.75,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,PRECOMMIT_YAML,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,PARALLEL,CLEAN,TOX_INI,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,CLEAN,TOX_INI,PLACEBO,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,DEPLOYMENT_YAML,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,DEPLOYMENT_YAML,PLACEBO,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,DOCKERFILE,BASE,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,DOCKERFILE,PLACEBO,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,GITHUB_ACTIONS,BASE,4,3,0.75,4,0,0,10
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,GITHUB_ACTIONS,PLACEBO,4,3,0.75,4,0,0,12
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,LOCKFILE,BASE,4,3,0.75,4,0,0,8
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,LOCKFILE,PLACEBO,4,3,0.75,4,0,0,9
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,PRECOMMIT_YAML,BASE,4,4,1.0,4,0,0,12
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,11
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,TOX_INI,BASE,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,PARALLEL,DISRUPT,TOX_INI,PLACEBO,4,3,0.75,4,0,0,10
file_format_boundary,,Qwen3,SERIAL,CLEAN,DEPLOYMENT_YAML,BASE,4,4,1.0,4,0,0,7
file_format_boundary,,Qwen3,SERIAL,CLEAN,DEPLOYMENT_YAML,PLACEBO,4,4,1.0,4,0,0,7
file_format_boundary,,Qwen3,SERIAL,CLEAN,DOCKERFILE,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,SERIAL,CLEAN,DOCKERFILE,PLACEBO,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,SERIAL,CLEAN,GITHUB_ACTIONS,BASE,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,CLEAN,GITHUB_ACTIONS,PLACEBO,4,3,0.75,4,0,0,7
file_format_boundary,,Qwen3,SERIAL,CLEAN,LOCKFILE,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,SERIAL,CLEAN,LOCKFILE,PLACEBO,4,4,1.0,4,0,0,7
file_format_boundary,,Qwen3,SERIAL,CLEAN,PRECOMMIT_YAML,BASE,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,CLEAN,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,CLEAN,TOX_INI,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,SERIAL,CLEAN,TOX_INI,PLACEBO,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,SERIAL,DISRUPT,DEPLOYMENT_YAML,BASE,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,DISRUPT,DEPLOYMENT_YAML,PLACEBO,4,3,0.75,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,DISRUPT,DOCKERFILE,BASE,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,SERIAL,DISRUPT,DOCKERFILE,PLACEBO,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,SERIAL,DISRUPT,GITHUB_ACTIONS,BASE,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,DISRUPT,GITHUB_ACTIONS,PLACEBO,4,3,0.75,4,0,0,7
file_format_boundary,,Qwen3,SERIAL,DISRUPT,LOCKFILE,BASE,4,4,1.0,4,0,0,8
file_format_boundary,,Qwen3,SERIAL,DISRUPT,LOCKFILE,PLACEBO,4,3,0.75,4,0,0,7
file_format_boundary,,Qwen3,SERIAL,DISRUPT,PRECOMMIT_YAML,BASE,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,SERIAL,DISRUPT,PRECOMMIT_YAML,PLACEBO,4,4,1.0,4,0,0,10
file_format_boundary,,Qwen3,SERIAL,DISRUPT,TOX_INI,BASE,4,4,1.0,4,0,0,9
file_format_boundary,,Qwen3,SERIAL,DISRUPT,TOX_INI,PLACEBO,4,4,1.0,4,0,0,11
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,BASE,BASE,360,360,1.0,360,0,0,716
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,N,N_LONG,360,360,1.0,360,0,0,716
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,N,N_MEDIUM,360,360,1.0,360,0,0,720
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,N,N_SHORT,360,360,1.0,360,0,0,720
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,P,P_LONG,360,0,0.0,0,360,0,0
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,P,P_MEDIUM,360,359,0.9972222222222222,360,0,0,626
large_repository_matched_prompts,,Gemma3,PARALLEL,CLEAN,P,P_SHORT,360,360,1.0,360,0,0,719
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,BASE,BASE,360,360,1.0,360,0,0,1073
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,N,N_LONG,360,360,1.0,360,0,0,1074
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,N,N_MEDIUM,360,360,1.0,360,0,0,1080
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,N,N_SHORT,360,360,1.0,360,0,0,1080
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,P,P_LONG,360,0,0.0,0,360,0,0
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,P,P_MEDIUM,360,360,1.0,360,0,0,904
large_repository_matched_prompts,,Gemma3,PARALLEL,DISRUPT,P,P_SHORT,360,360,1.0,360,0,0,1075
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,BASE,BASE,360,360,1.0,360,0,0,722
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,N,N_LONG,360,360,1.0,360,0,0,717
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,N,N_MEDIUM,360,360,1.0,360,0,0,719
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,N,N_SHORT,360,360,1.0,360,0,0,719
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,P,P_LONG,360,0,0.0,0,360,0,0
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,P,P_MEDIUM,360,358,0.9944444444444445,360,0,0,725
large_repository_matched_prompts,,Gemma3,SERIAL,CLEAN,P,P_SHORT,360,336,0.9333333333333333,336,24,0,676
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,BASE,BASE,360,358,0.9944444444444445,360,0,0,1076
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,N,N_LONG,360,348,0.9666666666666667,360,0,0,1059
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,N,N_MEDIUM,360,358,0.9944444444444445,360,0,0,1073
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,N,N_SHORT,360,359,0.9972222222222222,360,0,0,1075
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,P,P_LONG,360,0,0.0,0,360,0,0
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,P,P_MEDIUM,360,354,0.9833333333333333,360,0,0,1057
large_repository_matched_prompts,,Gemma3,SERIAL,DISRUPT,P,P_SHORT,360,328,0.9111111111111111,333,27,0,989
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,BASE,BASE,360,354,0.9833333333333333,360,0,0,823
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,N,N_LONG,360,352,0.9777777777777777,359,1,0,791
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,N,N_MEDIUM,360,350,0.9722222222222222,359,1,0,847
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,N,N_SHORT,360,358,0.9944444444444445,359,1,0,818
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,P,P_LONG,360,95,0.2638888888888889,100,260,0,193
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,P,P_MEDIUM,360,341,0.9472222222222222,349,11,0,557
large_repository_matched_prompts,,InternLM2.5,PARALLEL,CLEAN,P,P_SHORT,360,358,0.9944444444444445,359,1,0,801
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,BASE,BASE,360,356,0.9888888888888889,357,2,0,1353
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,N,N_LONG,360,356,0.9888888888888889,357,2,0,1285
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,N,N_MEDIUM,360,357,0.9916666666666667,358,1,0,1276
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,N,N_SHORT,360,358,0.9944444444444445,359,0,0,1314
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,P,P_LONG,360,107,0.2972222222222222,107,252,0,378
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,P,P_MEDIUM,360,355,0.9861111111111112,356,4,0,838
large_repository_matched_prompts,,InternLM2.5,PARALLEL,DISRUPT,P,P_SHORT,360,356,0.9888888888888889,357,1,0,1328
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,BASE,BASE,360,359,0.9972222222222222,360,0,0,833
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,N,N_LONG,360,356,0.9888888888888889,358,2,0,799
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,N,N_MEDIUM,360,354,0.9833333333333333,359,1,0,855
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,N,N_SHORT,360,359,0.9972222222222222,360,0,0,825
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,P,P_LONG,360,234,0.65,237,123,0,531
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,P,P_MEDIUM,360,360,1.0,360,0,0,785
large_repository_matched_prompts,,InternLM2.5,SERIAL,CLEAN,P,P_SHORT,360,359,0.9972222222222222,359,1,0,802
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,BASE,BASE,360,356,0.9888888888888889,357,2,0,1369
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,N,N_LONG,360,358,0.9944444444444445,359,0,0,1298
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,N,N_MEDIUM,360,359,0.9972222222222222,360,0,0,1296
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,N,N_SHORT,360,358,0.9944444444444445,359,0,0,1337
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,P,P_LONG,360,226,0.6277777777777778,227,131,1,869
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,P,P_MEDIUM,360,356,0.9888888888888889,357,1,1,1312
large_repository_matched_prompts,,InternLM2.5,SERIAL,DISRUPT,P,P_SHORT,360,357,0.9916666666666667,358,0,0,1330
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,BASE,BASE,360,360,1.0,360,0,0,483
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,N,N_LONG,360,360,1.0,360,0,0,516
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,N,N_MEDIUM,360,360,1.0,360,0,0,466
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,N,N_SHORT,360,360,1.0,360,0,0,502
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,P,P_LONG,360,360,1.0,360,0,0,366
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,P,P_MEDIUM,360,360,1.0,360,0,0,362
large_repository_matched_prompts,,Qwen3,PARALLEL,CLEAN,P,P_SHORT,360,360,1.0,360,0,0,475
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,BASE,BASE,360,360,1.0,360,0,0,614
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,N,N_LONG,360,360,1.0,360,0,0,726
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,N,N_MEDIUM,360,360,1.0,360,0,0,562
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,N,N_SHORT,360,360,1.0,360,0,0,647
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,P,P_LONG,360,360,1.0,360,0,0,373
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,P,P_MEDIUM,360,360,1.0,360,0,0,392
large_repository_matched_prompts,,Qwen3,PARALLEL,DISRUPT,P,P_SHORT,360,360,1.0,360,0,0,619
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,BASE,BASE,360,360,1.0,360,0,0,712
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,N,N_LONG,360,360,1.0,360,0,0,717
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,N,N_MEDIUM,360,360,1.0,360,0,0,715
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,N,N_SHORT,360,360,1.0,360,0,0,719
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,P,P_LONG,360,358,0.9944444444444445,358,0,2,715
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,P,P_MEDIUM,360,301,0.8361111111111111,301,0,59,592
large_repository_matched_prompts,,Qwen3,SERIAL,CLEAN,P,P_SHORT,360,359,0.9972222222222222,360,0,0,686
large_repository_matched_prompts,,Qwen3,SERIAL,DISRUPT,BASE,BASE,360,360,1.0,360,0,0,1023
