experiment,lineage_id,panel,model,interface,condition,arm,task_id,repository_id,mechanism,prompt_class,prompt_pair_id,prompt_budget,prompt_token_count,correct,valid_final,runtime_complete,parser_rejections,action_rejections,max_steps,tool_calls,turn_count,source_acquired,session,repetition,request_seed,error_class,contract_valid
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-MAV-04,IC-MAVEN,removal,,,,,1,,1,,0,0,1,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-FLA-03,IC-FLASK,failure,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-FLA-01,IC-FLASK,conflict,,,,,1,,1,,0,0,4,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-NOD-04,IC-NODE,removal,,,,,0,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-COM-04,IC-COMPOSE,removal,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-CAR-04,IC-CARGO,removal,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-COM-01,IC-COMPOSE,conflict,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-PRO-03,IC-PROMETHEUS,failure,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-KUS-02,IC-KUSTOMIZE,corruption,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-FLA-04,IC-FLASK,removal,,,,,0,,1,,0,0,0,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-FLA-03,IC-FLASK,failure,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-MAV-01,IC-MAVEN,conflict,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-COM-03,IC-COMPOSE,failure,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-CUR-03,IC-CURL,failure,,,,,1,,1,,0,0,1,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-COM-04,IC-COMPOSE,removal,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-FLA-02,IC-FLASK,corruption,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-PRO-01,IC-PROMETHEUS,conflict,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-NOD-01,IC-NODE,conflict,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-CUR-03,IC-CURL,failure,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-KUS-02,IC-KUSTOMIZE,corruption,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-PRO-04,IC-PROMETHEUS,removal,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-FLA-02,IC-FLASK,corruption,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-PRO-04,IC-PROMETHEUS,removal,,,,,1,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-CUR-03,IC-CURL,failure,,,,,1,,1,,0,0,1,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,DISRUPT,F22-CUR-02,IC-CURL,corruption,,,,,0,,1,,0,0,2,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-NOD-04,IC-NODE,removal,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-CAR-03,IC-CARGO,failure,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-CUR-01,IC-CURL,conflict,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-PRO-02,IC-PROMETHEUS,corruption,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CLEAN,F22-MAV-01,IC-MAVEN,conflict,,,,,0,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-CAR-04,IC-CARGO,removal,,,,,1,,1,,0,0,3,,,,,,,
authentic_repository_evaluation,F,,Qwen3,NATIVE_TOOL_CALL,PRESERVE,PRESERVE,F22-KUS-04,IC-KUSTOMIZE,removal,,,,,1,,1,,0,0,2,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-AFL-01,OC-AIRFLOW,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-SSL-01,OC-OPENSSL,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CORRECT_SOURCE_ID,O-RLS-01,OC-RAILS,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-GDT-01,OC-GODOT,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-PYT-01,OC-PYTORCH,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,LOCALIZATION_PLACEBO,O-SSL-01,OC-OPENSSL,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-PYT-01,OC-PYTORCH,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CORRECT_SOURCE_ID,O-SKL-01,OC-SKLEARN,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,LOCALIZATION_PLACEBO,O-RLS-01,OC-RAILS,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,CORRECT_SOURCE_ID,O-GDT-01,OC-GODOT,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-SYM-01,OC-SYMFONY,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,CORRECT_SOURCE_ID,O-PBF-01,OC-PROTOBUF,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-NPY-01,OC-NUMPY,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,CORRECT_SOURCE_ID,O-RLS-01,OC-RAILS,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-SYM-01,OC-SYMFONY,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-AFL-01,OC-AIRFLOW,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-SSL-01,OC-OPENSSL,,,,,,1,1,1,0,0,,4,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-AFL-01,OC-AIRFLOW,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-PBF-01,OC-PROTOBUF,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,LOCALIZATION_PLACEBO,O-SKL-01,OC-SKLEARN,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-SPK-01,OC-SPARK,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CORRECT_SOURCE_ID,O-SPK-01,OC-SPARK,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-SPK-01,OC-SPARK,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,LOCALIZATION_PLACEBO,O-SPK-01,OC-SPARK,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-SKL-01,OC-SKLEARN,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,LOCALIZATION_PLACEBO,O-AFL-01,OC-AIRFLOW,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-SSL-01,OC-OPENSSL,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-GRP-01,OC-GRPC,,,,,,0,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-SPK-01,OC-SPARK,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-AFL-01,OC-AIRFLOW,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,CORRECT_SOURCE_ID,O-SKL-01,OC-SKLEARN,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-GDT-01,OC-GODOT,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CORRECT_SOURCE_ID,O-GDT-01,OC-GODOT,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-GRP-01,OC-GRPC,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-SKL-01,OC-SKLEARN,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-SPK-01,OC-SPARK,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,CORRECT_SOURCE_ID,O-HAS-01,OC-HOMEASSISTANT,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-NPY-01,OC-NUMPY,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,LOCALIZATION_PLACEBO,O-PYT-01,OC-PYTORCH,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-NPY-01,OC-NUMPY,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,LOCALIZATION_PLACEBO,O-NPY-01,OC-NUMPY,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,CORRECT_SOURCE_ID,O-PYT-01,OC-PYTORCH,,,,,,1,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,BASE,O-PBF-01,OC-PROTOBUF,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,BASE,O-GDT-01,OC-GODOT,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-PYT-01,OC-PYTORCH,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,LOCALIZATION_PLACEBO,O-GDT-01,OC-GODOT,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,CLEAN,WRONG_SOURCE_ID,O-GDT-01,OC-GODOT,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,WRONG_SOURCE_ID,O-HAS-01,OC-HOMEASSISTANT,,,,,,0,1,1,0,0,,3,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,LOCALIZATION_PLACEBO,O-PYT-01,OC-PYTORCH,,,,,,1,1,1,0,0,,8,,,,,,,
source_information_intervention,O,,Qwen3,NATIVE_TOOL_CALL,DISRUPT,CORRECT_SOURCE_ID,O-SSL-01,OC-OPENSSL,,,,,,1,1,1,0,0,,3,,,,,,,
